dataset,gauge,level,median,std,mad,step_mad,window,k,thresh,n_events,detected,n_flagged,pct_flagged,n_clusters,fp_clusters
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,6h,3.0,21.79422,2,0,35,0.016602155434122648,15,15
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,6h,4.0,29.05896,2,0,8,0.0037947783849423193,8,8
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,6h,5.0,36.3237,2,0,3,0.0014230418943533697,3,3
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,6h,6.0,43.58844,2,0,2,0.0009486945962355798,2,2
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,6h,8.0,58.11792,2,0,1,0.0004743472981177899,1,1
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,6h,10.0,72.6474,2,0,1,0.0004743472981177899,1,1
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,6h,12.0,87.17688,2,0,0,0.0,0,0
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,6h,15.0,108.97109999999999,2,0,0,0.0,0,0
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,6h,20.0,145.2948,2,0,0,0.0,0,0
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,12h,0.5,3.63237,2,1,2388,1.1327413479052824,142,140
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,12h,1.0,7.26474,2,0,942,0.4468351548269581,53,53
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,12h,2.0,14.52948,2,0,353,0.16744459623557983,18,18
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,12h,3.0,21.79422,2,0,117,0.05549863387978142,13,13
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,12h,4.0,29.05896,2,0,72,0.03415300546448088,9,9
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,12h,5.0,36.3237,2,0,33,0.015653460837887066,5,5
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,12h,6.0,43.58844,2,0,2,0.0009486945962355798,2,2
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,12h,8.0,58.11792,2,0,1,0.0004743472981177899,1,1
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,12h,10.0,72.6474,2,0,1,0.0004743472981177899,1,1
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,12h,12.0,87.17688,2,0,0,0.0,0,0
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,12h,15.0,108.97109999999999,2,0,0,0.0,0,0
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,12h,20.0,145.2948,2,0,0,0.0,0,0
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,1h,0.5,3.63237,8,6,1474,0.6991879174256224,962,952
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,1h,1.0,7.26474,8,3,377,0.1788289313904068,273,268
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,1h,2.0,14.52948,8,1,88,0.04174256223436551,63,62
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,1h,3.0,21.79422,8,0,34,0.016127808136004857,23,23
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,1h,4.0,29.05896,8,0,22,0.010435640558591378,15,15
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,1h,5.0,36.3237,8,0,15,0.007115209471766849,10,10
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,1h,6.0,43.58844,8,0,8,0.0037947783849423193,6,6
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,1h,8.0,58.11792,8,0,2,0.0009486945962355798,2,2
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,1h,10.0,72.6474,8,0,1,0.0004743472981177899,1,1
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,1h,12.0,87.17688,8,0,0,0.0,0,0
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,1h,15.0,108.97109999999999,8,0,0,0.0,0,0
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,1h,20.0,145.2948,8,0,0,0.0,0,0
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,3h,0.5,3.63237,8,5,1317,0.6247153916211293,445,439
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,3h,1.0,7.26474,8,4,344,0.16317547055251974,121,116
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,3h,2.0,14.52948,8,1,66,0.03130692167577413,32,31
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,3h,3.0,21.79422,8,0,12,0.005692167577413479,12,12
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,3h,4.0,29.05896,8,0,6,0.0028460837887067394,6,6
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,3h,5.0,36.3237,8,0,4,0.0018973891924711596,4,4
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,3h,6.0,43.58844,8,0,3,0.0014230418943533697,3,3
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,3h,8.0,58.11792,8,0,1,0.0004743472981177899,1,1
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,3h,10.0,72.6474,8,0,1,0.0004743472981177899,1,1
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,3h,12.0,87.17688,8,0,0,0.0,0,0
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,3h,15.0,108.97109999999999,8,0,0,0.0,0,0
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,3h,20.0,145.2948,8,0,0,0.0,0,0
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,6h,0.5,3.63237,8,8,1649,0.7821986945962356,249,244
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,6h,1.0,7.26474,8,5,672,0.31876138433515483,83,79
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,6h,2.0,14.52948,8,1,136,0.06451123254401943,26,25
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,6h,3.0,21.79422,8,0,34,0.016127808136004857,14,14
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,6h,4.0,29.05896,8,0,9,0.00426912568306011,9,9
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,6h,5.0,36.3237,8,0,4,0.0018973891924711596,4,4
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,6h,6.0,43.58844,8,0,3,0.0014230418943533697,3,3
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,6h,8.0,58.11792,8,0,1,0.0004743472981177899,1,1
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,6h,10.0,72.6474,8,0,1,0.0004743472981177899,1,1
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,6h,12.0,87.17688,8,0,0,0.0,0,0
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,6h,15.0,108.97109999999999,8,0,0,0.0,0,0
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,6h,20.0,145.2948,8,0,0,0.0,0,0
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,12h,0.5,3.63237,8,8,2385,1.1313183060109289,137,133
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,12h,1.0,7.26474,8,6,968,0.45916818457802067,53,51
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,12h,2.0,14.52948,8,0,378,0.17930327868852458,17,17
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,12h,3.0,21.79422,8,0,124,0.05881906496660595,12,12
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,12h,4.0,29.05896,8,0,77,0.03652474195506982,9,9
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,12h,5.0,36.3237,8,0,59,0.027986490588949604,5,5
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,12h,6.0,43.58844,8,0,3,0.0014230418943533697,3,3
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,12h,8.0,58.11792,8,0,1,0.0004743472981177899,1,1
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,12h,10.0,72.6474,8,0,1,0.0004743472981177899,1,1
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,12h,12.0,87.17688,8,0,0,0.0,0,0
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,12h,15.0,108.97109999999999,8,0,0,0.0,0,0
040851385_l3,040851385,l3,11.3,11.896881226729606,7.26474,0.5930399999999991,12h,20.0,145.2948,8,0,0,0.0,0,0
